budget,company,country,director,genre,gross,name,rating,released,runtime,score,star,votes,writer,year
14000000,Allan Zeman Productions,UK,Courtney Solomon,Horror,16298046,An American Haunting,PG-13,05/05/06,83,5,Donald Sutherland,22973,Brent Monahan,2005
2000000,IFC Films,USA,Miranda July,Comedy,3885134,Me and You and Everyone We Know,R,05/08/05,91,7.3,John Hawkes,32369,Miranda July,2005
3800000,Manitoba Film and Video Production Tax Credit,USA,Jeremy Haft,Horror,167723,Tamara,R,03/02/06,98,5.2,Jenna Dewan Tatum,8649,Jeffrey Reddick,2005
20000000,Pathé Pictures,UK,Stephen Frears,Comedy,11034436,Mrs Henderson Presents,R,17/02/06,103,7.1,Judi Dench,14000,David Rose,2005
32000000,DreamWorks,USA,John Gatins,Drama,32701088,Dreamer: Inspired by a True Story,PG,21/10/05,106,6.9,Kurt Russell,10608,John Gatins,2005
16000000,Merchant Ivory Productions,UK,James Ivory,Drama,1666262,The White Countess,PG-13,09/06/06,135,6.7,Ralph Fiennes,5569,Kazuo Ishiguro,2005
1000000,Blackwater Films,USA,Alexander Bulkley,Crime,44785,The Zodiac,R,03/08/06,97,5.4,Justin Chambers,6464,Alexander Bulkley,2005
35000000,Vanguard Animation,UK,Gary Chapman,Animation,19447478,Valiant,G,19/08/05,76,5.6,Ewan McGregor,17195,George Webster,2005
3000000,The UK Film & TV Production Company PLC,UK,Gavin Hood,Crime,2912363,Tsotsi,R,31/03/06,94,7.3,Presley Chweneyagae,25853,Gavin Hood,2005
6800000,El Camino Pictures,USA,Arie Posin,Comedy,49526,The Chumscrubber,R,05/10/06,108,7,Jamie Bell,16769,Arie Posin,2005
10000000,Stratus Film Co.,Ireland,Richard Shepard,Comedy,12594698,The Matador,R,27/01/06,96,6.8,Pierce Brosnan,41498,Richard Shepard,2005
33000000,New Line Cinema,Germany,Les Mayfield,Action,8326035,The Man,PG-13,09/09/05,83,5.5,Samuel L. Jackson,22713,Jim Piddock,2005
7500000,Lions Gate Films,USA,Brett Leonard,Action,143615,Man-Thing,R,21/04/05,105,4,Jack Thompson,5119,Steve Gerber,2005
3500000,Stratus Film Co.,USA,Adam Rapp,Comedy,101228,Winter Passing,R,15/06/06,100,6.4,Ed Harris,7539,Adam Rapp,2005
2500000,Shoreline Entertainment,USA,Randall Miller,Comedy,247141,Marilyn Hotchkiss' Ballroom Dancing & Charm School,PG-13,12/01/06,100,6.6,Robert Carlyle,2382,Randall Miller,2005
12500000,Lunar Films,France,Cédric Klapisch,Comedy,323331,Russian Dolls,UNRATED,15/06/05,125,7,Romain Duris,17470,Cédric Klapisch,2005
500000,Mandragora,Romania,Cristi Puiu,Drama,79943,The Death of Mr. Lazarescu,R,22/09/05,153,8,Doru Ana,11161,Cristi Puiu,2005
40000000,Touchstone Pictures,USA,Christopher Nolan,Drama,53089891,The Prestige,PG-13,20/10/06,130,8.5,Christian Bale,943597,Jonathan Nolan,2006
90000000,Warner Bros.,USA,Martin Scorsese,Crime,132384315,The Departed,R,06/10/06,151,8.5,Leonardo DiCaprio,962185,William Monahan,2006
65000000,Warner Bros.,USA,Zack Snyder,Action,210614939,300,R,09/03/07,117,7.7,Gerard Butler,648211,Zack Snyder,2006
225000000,Walt Disney Pictures,USA,Gore Verbinski,Action,423315812,Pirates of the Caribbean: Dead Man's Chest,PG-13,07/07/06,151,7.3,Johnny Depp,567704,Ted Elliott,2006
35000000,Warner Bros.,USA,Darren Aronofsky,Drama,10144010,The Fountain,PG-13,22/11/06,96,7.3,Hugh Jackman,203187,Darren Aronofsky,2006
76000000,Universal Pictures,USA,Alfonso Cuarón,Drama,35552383,Children of Men,R,05/01/07,109,7.9,Julianne Moore,391981,Alfonso Cuarón,2006
150000000,Columbia Pictures,UK,Martin Campbell,Action,167445960,Casino Royale,PG-13,17/11/06,144,8,Daniel Craig,503887,Neal Purvis,2006
40000000,Icon Entertainment International,USA,Mel Gibson,Action,50866635,Apocalypto,R,08/12/06,139,7.8,Gerardo Taracena,252584,Mel Gibson,2006
35000000,Fox 2000 Pictures,USA,David Frankel,Comedy,124740460,The Devil Wears Prada,PG-13,30/06/06,109,6.8,Anne Hathaway,308388,Aline Brosh McKenna,2006
2000000,Wiedemann & Berg Filmproduktion,Germany,Florian Henckel von Donnersmarck,Drama,11286112,The Lives of Others,R,30/03/07,137,8.5,Ulrich Mühe,285724,Florian Henckel von Donnersmarck,2006
120000000,Pixar Animation Studios,USA,John Lasseter,Animation,244082982,Cars,G,09/06/06,117,7.1,Owen Wilson,292006,John Lasseter,2006
50000000,Silent Hill DCP Inc.,Canada,Christophe Gans,Adventure,46982632,Terror en Silent Hill,R,21/04/06,125,6.6,Radha Mitchell,189068,Roger Avary,2006
55000000,Columbia Pictures Corporation,USA,Gabriele Muccino,Biography,163566459,The Pursuit of Happyness,PG-13,15/12/06,117,8,Will Smith,369367,Steve Conrad,2006
8000000,Fox Searchlight Pictures,USA,Jonathan Dayton,Comedy,59891098,Little Miss Sunshine,R,18/08/06,101,7.8,Steve Carell,381001,Michael Arndt,2006
700000,Hunting Lane Films,USA,Ryan Fleck,Drama,2694973,Half Nelson,R,22/09/06,106,7.2,Ryan Gosling,75238,Ryan Fleck,2006
15000000,Craven-Maddalena Films,USA,Alexandre Aja,Horror,41778863,The Hills Have Eyes,R,10/03/06,107,6.4,Ted Levine,139041,Wes Craven,2006
85000000,Columbia Pictures,USA,Nancy Meyers,Comedy,63224849,The Holiday,PG-13,08/12/06,138,6.9,Kate Winslet,197811,Nancy Meyers,2006
20000000,DreamWorks,USA,Andy Fickman,Comedy,2339735,She's the Man,PG-13,17/03/06,105,6.4,Amanda Bynes,125579,Ewan Leslie,2006
85000000,Universal Pictures,USA,Justin Lin,Action,62514415,The Fast and the Furious: Tokyo Drift,PG-13,16/06/06,104,6,Lucas Black,199003,Chris Morgan,2006
125000000,Columbia Pictures,USA,Ron Howard,Mystery,217536138,The Da Vinci Code,PG-13,19/05/06,149,6.6,Tom Hanks,345008,Akiva Goldsman,2006
40000000,Columbia Pictures Corporation,USA,Sofia Coppola,Biography,15962471,Marie Antoinette,PG-13,20/10/06,123,6.4,Kirsten Dunst,85914,Sofia Coppola,2006
100000000,Warner Bros.,Germany,Edward Zwick,Adventure,57366262,Diamante de sangre,R,08/12/06,143,8,Leonardo DiCaprio,430028,Charles Leavitt,2006
35000000,Fox 2000 Pictures,USA,Ridley Scott,Comedy,7458269,A Good Year,PG-13,10/11/06,117,6.9,Russell Crowe,76333,Marc Klein,2006
45000000,Universal Pictures,USA,Spike Lee,Crime,88513495,Inside Man,R,24/03/06,129,7.6,Denzel Washington,290361,Russell Gewirtz,2006
25000000,Paramount Pictures,France,Alejandro González Iñárritu,Drama,34302837,Babel,R,10/11/06,143,7.5,Brad Pitt,257380,Guillermo Arriaga,2006
10000000,Twisted Pictures,USA,Darren Lynn Bousman,Horror,80238724,Saw III,R,27/10/06,108,6.2,Tobin Bell,152336,Leigh Whannell,2006
16000000,New Line Cinema,USA,Jonathan Liebesman,Horror,39517763,The Texas Chainsaw Massacre: The Beginning,R,06/10/06,91,5.9,Jordana Brewster,59869,Sheldon Turner,2006
17000000,Universal Pictures,UK,Joe Carnahan,Action,35662731,Smokin' Aces,R,26/01/07,109,6.7,Jeremy Piven,125910,Joe Carnahan,2006
16000000,Bull's Eye Entertainment,USA,Neil Burger,Drama,39868642,The Illusionist,PG-13,01/09/06,110,7.6,Edward Norton,316052,Neil Burger,2006
24000000,Metro-Goldwyn-Mayer (MGM),USA,Sylvester Stallone,Drama,70270943,Rocky Balboa,PG,20/12/06,102,7.2,Sylvester Stallone,174575,Sylvester Stallone,2006
210000000,Twentieth Century Fox Film Corporation,Canada,Brett Ratner,Action,234362462,X-Men III: La batalla final,PG-13,26/05/06,104,6.7,Patrick Stewart,415430,Simon Kinberg,2006
70000000,Columbia Pictures Corporation,USA,Frank Coraci,Comedy,137355633,Click,PG-13,23/06/06,107,6.4,Adam Sandler,263834,Steve Koren,2006
52000000,Universal Pictures,USA,Peyton Reed,Comedy,118703275,The Break-Up,PG-13,02/06/06,106,5.8,Jennifer Aniston,108341,Jeremy Garelick,2006
75000000,Touchstone Pictures,USA,Tony Scott,Action,64038616,Deja Vu,PG-13,22/11/06,126,7,Denzel Washington,258182,Bill Marsilii,2006
12000000,Touchstone Pictures,USA,Anne Fletcher,Crime,65328121,Step Up,PG-13,11/08/06,104,6.5,Channing Tatum,97712,Duane Adler,2006
135000000,Universal Pictures,USA,Michael Mann,Action,63450470,Miami Vice,R,28/07/06,134,6,Colin Farrell,97434,Michael Mann,2006
209000000,Warner Bros.,USA,Bryan Singer,Action,200081192,Superman Returns,PG-13,28/06/06,154,6.1,Brandon Routh,249656,Michael Dougherty,2006
18000000,Twentieth Century Fox Film Corporation,USA,Betty Thomas,Comedy,41011711,John Tucker Must Die,PG-13,28/07/06,89,5.8,Jesse Metcalfe,71344,Jeff Lowell,2006
72500000,Columbia Pictures,USA,Adam McKay,Action,148213377,Talladega Nights: The Ballad of Ricky Bobby,PG-13,04/08/06,108,6.6,Will Ferrell,140305,Will Ferrell,2006
150000000,Paramount Pictures,USA,J.J. Abrams,Action,134029801,Mission: Impossible III,PG-13,05/05/06,126,6.9,Tom Cruise,275630,Alex Kurtzman,2006
18000000,Four by Two,USA,Larry Charles,Comedy,128505958,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,R,03/11/06,84,7.3,Sacha Baron Cohen,312878,Sacha Baron Cohen,2006
27000000,The Weinstein Company,Germany,Paul McGuigan,Crime,22494487,Lucky Number Slevin,R,07/04/06,110,7.8,Josh Hartnett,275930,Jason Smilovic,2006
110000000,Twentieth Century Fox Film Corporation,USA,Shawn Levy,Adventure,250863268,Night at the Museum,PG,22/12/06,108,6.4,Ben Stiller,257969,Robert Ben Garant,2006
75000000,Columbia Pictures,USA,Gil Kenan,Animation,73661010,Monster House,PG,21/07/06,91,6.6,Mitchel Musso,79512,Dan Harmon,2006
20000000,Screen Gems,USA,Renny Harlin,Action,23292105,The Covenant,PG-13,08/09/06,97,5.3,Steven Strait,41469,J.S. Cardone,2006
160000000,Warner Bros.,USA,Wolfgang Petersen,Action,60674817,Poseidon,PG-13,12/05/06,98,5.6,Richard Dreyfuss,86466,Mark Protosevich,2006
70000000,DreamWorks,USA,Bill Condon,Drama,103365956,Dreamgirls,PG-13,25/12/06,130,6.5,Beyoncé Knowles,60034,Tom Eyen,2006
23000000,Universal Pictures,USA,Steve Pink,Comedy,36323505,Accepted,PG-13,18/08/06,93,6.5,Justin Long,110788,Adam Cooper,2006
15000000,Paramount Classics,USA,Craig Brewer,Drama,9396870,Black Snake Moan,R,02/03/07,116,7,Christina Ricci,55548,Craig Brewer,2006
70000000,Metro-Goldwyn-Mayer (MGM),UK,Michael Caton-Jones,Drama,5971336,Basic Instinct 2,R,31/03/06,114,4.2,Sharon Stone,32861,Leora Barish,2006
26000000,New Line Cinema,USA,Todd Field,Drama,5463019,Little Children,R,09/02/07,136,7.6,Kate Winslet,96259,Todd Field,2006
65000000,Columbia Pictures,UK,Barry Sonnenfeld,Adventure,71726025,RV,PG,28/04/06,99,5.5,Robin Williams,49145,Geoff Rodkey,2006
90000000,Universal Pictures,USA,Robert De Niro,Drama,59952835,The Good Shepherd,R,22/12/06,167,6.7,Matt Damon,90199,Eric Roth,2006
65000000,Warner Bros.,USA,McG,Drama,43545364,We Are Marshall,PG,22/12/06,131,7.1,Matthew McConaughey,50115,Jamie Linden,2006
100000000,Fox 2000 Pictures,USA,Stefen Fangmeier,Action,75030163,Eragon,PG,15/12/06,104,5.1,Ed Speleers,112350,Peter Buchman,2006
8700000,Warner Independent Pictures (WIP),USA,Richard Linklater,Animation,5501616,A Scanner Darkly,R,28/07/06,100,7.1,Keanu Reeves,94464,Philip K. Dick,2006
21000000,Fu Works,Netherlands,Paul Verhoeven,Drama,4398392,Black Book,R,18/05/07,145,7.8,Carice van Houten,63950,Gerard Soeteman,2006
70000000,Warner Bros.,USA,M. Night Shyamalan,Drama,42285169,Lady in the Water,PG-13,21/07/06,110,5.6,Paul Giamatti,84057,M. Night Shyamalan,2006
2000000,THINKFilm,USA,John Cameron Mitchell,Drama,1985292,Shortbus,UNRATED,20/10/06,101,6.5,Sook-Yin Lee,28807,John Cameron Mitchell,2006
19000000,DreamWorks,USA,Clint Eastwood,Drama,13756082,Letters from Iwo Jima,R,02/02/07,141,7.9,Ken Watanabe,139014,Iris Yamashita,2006
12000000,Lakeshore Entertainment,USA,Mark Neveldine,Action,27829874,Crank,R,01/09/06,88,7,Jason Statham,208393,Mark Neveldine,2006
19400000,WIP,China,John Curran,Drama,8060487,Al otro lado del mundo,PG-13,19/01/07,125,7.5,Naomi Watts,81655,Ron Nyswaner,2006
38000000,Columbia Pictures,USA,Marc Forster,Comedy,40137776,Stranger Than Fiction,PG-13,10/11/06,113,7.6,Will Ferrell,196901,Zach Helm,2006
63000000,Paramount Pictures,USA,Oliver Stone,Drama,70278893,World Trade Center,PG-13,09/08/06,129,6,Nicolas Cage,70654,Andrea Berloff,2006
15500000,Gold Circle Films,Canada,James Gunn,Comedy,7774730,Criaturas rastreras,R,31/03/06,95,6.5,Nathan Fillion,65460,James Gunn,2006
100000000,Warner Bros.,USA,George Miller,Animation,198000317,Happy Feet,PG,17/11/06,108,6.5,Elijah Wood,144200,George Miller,2006
40000000,Walt Disney Pictures,USA,Frank Marshall,Adventure,81612565,Eight Below,PG,17/02/06,120,7.3,Paul Walker,52356,David DiGilio,2006
40000000,Warner Bros.,USA,Alejandro Agresti,Drama,52330111,The Lake House,PG,16/06/06,99,6.8,Keanu Reeves,121026,David Auburn,2006
90000000,DreamWorks,USA,Clint Eastwood,Drama,33602376,Flags of our Fathers,R,20/10/06,135,7.1,Ryan Phillippe,106291,William Broyles Jr.,2006
80000000,DreamWorks Animation,USA,Tim Johnson,Animation,155019340,Over the Hedge,PG,19/05/06,83,6.8,Bruce Willis,136214,Len Blum,2006
6000000,Fox Searchlight Pictures,UK,Kevin Macdonald,Biography,17605861,The Last King of Scotland,R,19/01/07,123,7.7,James McAvoy,154942,Peter Morgan,2006
50000000,Screen Gems,USA,Len Wiseman,Action,62318875,Underworld: Evolution,R,20/01/06,106,6.7,Kate Beckinsale,169745,Danny McBride,2006
149000000,Aardman Animations,UK,David Bowers,Animation,64665672,Flushed Away,PG,03/11/06,85,6.6,Hugh Jackman,92380,Dick Clement,2006
25000000,New Line Cinema,Germany,James Wong,Horror,54098051,Destino final 3,R,10/02/06,93,5.8,Mary Elizabeth Winstead,110532,Glen Morgan,2006
15000000,Universal Pictures,USA,Paul Greengrass,Drama,31567134,United 93,R,28/04/06,111,7.6,David Alan Basche,87699,Paul Greengrass,2006
30000000,Screen Gems,USA,Kurt Wimmer,Action,18500966,Ultraviolet,PG-13,03/03/06,88,4.4,Milla Jovovich,73282,Kurt Wimmer,2006
10000000,Metro-Goldwyn-Mayer (MGM),USA,Werner Herzog,Adventure,5490423,Rescue Dawn,PG-13,27/07/07,120,7.3,Christian Bale,89482,Werner Herzog,2006
32000000,Paramount Pictures,Germany,Jared Hess,Comedy,80197993,Nacho Libre,PG,16/06/06,92,5.7,Jack Black,69721,Jared Hess,2006
15000000,Fox Searchlight Pictures,UK,Richard Eyre,Crime,17508670,Notes on a Scandal,R,26/01/07,92,7.4,Cate Blanchett,67309,Patrick Marber,2006
33000000,New Line Cinema,Germany,David R. Ellis,Action,34020814,Serpientes a bordo,R,18/08/06,105,5.6,Samuel L. Jackson,120282,John Heffernan,2006
40000000,Walt Disney Pictures,USA,Ericson Core,Biography,57789574,Invincible,PG,25/08/06,105,7.1,Mark Wahlberg,55713,Brad Gann,2006
12000000,Fox 2000 Pictures,USA,Elizabeth Allen Rosenbaum,Comedy,18595716,Aquamarine,PG,03/03/06,100,5.3,Emma Roberts,33023,John Quaintance,2006
40000000,Warner Bros.,USA,Neil LaBute,Horror,23643531,The Wicker Man,PG-13,01/09/06,102,3.7,Nicolas Cage,56253,Neil LaBute,2006
20000000,Twentieth Century Fox Film Corporation,USA,John Bonito,Action,18843314,The Marine,PG-13,13/10/06,92,4.7,John Cena,28911,Michelle Gallagher,2006
17500000,Warner Bros.,USA,Jay Chandrasekhar,Comedy,19185184,Beerfest,R,25/08/06,110,6.3,Jay Chandrasekhar,57005,Jay Chandrasekhar,2006
50000000,Universal Pictures,Germany,Brian De Palma,Crime,22518325,La Dalia Negra,R,15/09/06,121,5.6,Josh Hartnett,65604,Josh Friedman,2006
25000000,Twentieth Century Fox Film Corporation,USA,John Moore,Horror,54607383,The Omen,R,06/06/06,110,5.5,Liev Schreiber,50944,David Seltzer,2006
4000000,Lions Gate Films,USA,William Friedkin,Drama,7006708,Bug,R,25/05/07,102,6.1,Ashley Judd,29353,Tracy Letts,2006
28000000,New Regency Pictures,USA,Donald Petrie,Comedy,17324744,Just My Luck,PG-13,12/05/06,100,5.4,Lindsay Lohan,47270,I. Marlene King,2006
33000000,Revolution Studios,USA,Dennis Dugan,Action,57651794,The Benchwarmers,PG-13,07/04/06,80,5.6,David Spade,42905,Allen Covert,2006
45000000,Dimension Films,USA,David Zucker,Comedy,90710620,Scary Movie 4,PG-13,14/04/06,83,5.1,Anna Faris,99473,Craig Mazin,2006
50000000,Paramount Pictures,USA,Tom Dey,Comedy,88715192,Failure to Launch,PG-13,10/03/06,97,5.6,Matthew McConaughey,62338,Tom J. Astle,2006
4000000,BBC Films,UK,Woody Allen,Comedy,10525717,Scoop,PG-13,28/07/06,96,6.7,Scarlett Johansson,71751,Woody Allen,2006
10000000,Fox Atomic,USA,John Stockwell,Horror,7025803,Turistas,R,01/12/06,93,5.3,Josh Duhamel,32558,Michael Arlen Ross,2006
21000000,Constantin Film,USA,Corey Yuen,Action,480314,DOA: Dead or Alive,PG-13,15/06/07,87,4.8,Jaime Pressly,39969,J.F. Lawton,2006
70000000,Touchstone Pictures,USA,Andrew Davis,Action,55011732,The Guardian,PG-13,29/09/06,139,6.9,Kevin Costner,78977,Ron L. Brinkerhoff,2006
15000000,Screen Gems,USA,Simon West,Horror,47860214,When a Stranger Calls,PG-13,03/02/06,87,5.1,Camilla Belle,37253,Jake Wade Wall,2006
65000000,Metro-Goldwyn-Mayer (MGM),USA,Shawn Levy,Adventure,82226474,The Pink Panther,PG,10/02/06,93,5.6,Steve Martin,70105,Len Blum,2006
10000000,DEJ Productions,USA,Victor Salva,Drama,3960414,Peaceful Warrior,PG-13,23/06/06,100,7.3,Scott Mechlowicz,22445,Kevin Bernhardt,2006
1000000,No Matter Pictures,USA,Goran Dukic,Comedy,316996,Wristcutters: A Love Story,R,02/11/07,88,7.4,Patrick Fugit,48536,Goran Dukic,2006
35000000,Revolution Studios,USA,Peter Hewitt,Action,11631245,Zoom,PG,11/08/06,100,4.3,Tim Allen,16115,Adam Rifkin,2006
15000000,Summit Entertainment,UK,Mark Palansky,Comedy,10011274,Penelope,PG,29/02/08,104,6.8,Christina Ricci,53683,Leslie Caveny,2006
55000000,Columbia Pictures Corporation,Germany,Steven Zaillian,Drama,7221458,All the King's Men,PG-13,22/09/06,128,6.2,Sean Penn,21583,Steven Zaillian,2006
20000000,New Regency Pictures,USA,Aaron Seltzer,Comedy,48548426,Date Movie,PG-13,17/02/06,83,2.7,Alyson Hannigan,52303,Jason Friedberg,2006
13000000,Victoires International,France,Olivier Assayas,Comedy,4857376,"Paris, je t'aime",R,15/06/07,120,7.3,Juliette Binoche,65342,Tristan Carné,2006
80000000,Twentieth Century Fox Animation,USA,Carlos Saldanha,Animation,195330621,Ice Age: The Meltdown,PG,31/03/06,91,6.9,Ray Romano,211943,Peter Gaulke,2006
5000000,The Weinstein Company,USA,Kevin Smith,Comedy,24138847,Clerks II,R,21/07/06,97,7.4,Brian O'Halloran,119342,Kevin Smith,2006
64000000,Revolution Studios,USA,Keenen Ivory Wayans,Comedy,58645052,Littleman,PG-13,14/07/06,100,4.3,Shawn Wayans,42365,Keenen Ivory Wayans,2006
17000000,New Line Cinema,Germany,Wayne Kramer,Action,6855137,Running Scared,R,24/02/06,122,7.4,Paul Walker,91057,Wayne Kramer,2006
17000000,Universal Pictures,France,Richard Kelly,Comedy,275380,Southland Tales,R,07/12/07,145,5.5,Dwayne Johnson,33669,Richard Kelly,2006
40000000,Samuelson Productions,UK,Geoffrey Sax,Action,652526,Alex Rider: Operation Stormbreaker,PG,13/10/06,93,5.1,Alex Pettyfer,21238,Anthony Horowitz,2006
20000000,The Weinstein Company,USA,Jim Sonzero,Horror,20259297,Pulse,PG-13,11/08/06,90,4.7,Kristen Bell,25920,Wes Craven,2006
30000000,Regency Enterprises,USA,Ivan Reitman,Comedy,22530295,My Super Ex-Girlfriend,PG-13,21/07/06,96,5.1,Uma Thurman,56128,Don Payne,2006
28000000,Focus Features,USA,Allen Coulter,Biography,14415222,Hollywoodland,R,08/09/06,126,6.5,Adrien Brody,30288,Paul Bernbaum,2006
30000000,Columbia Pictures Industries,USA,Phil Joanou,Crime,38432823,Gridiron Gang,PG-13,15/09/06,125,6.9,Dwayne Johnson,35771,Jeff Maguire,2006
86000000,EuropaCorp,France,Luc Besson,Animation,15132763,Arthur and the Invisibles,PG,12/01/07,94,6,Freddie Highmore,27672,Céline Garcia,2006
9000000,Hollywood Pictures,USA,William Brent Bell,Horror,23086480,Stay Alive,PG-13,24/03/06,85,5.1,Jon Foster,26907,William Brent Bell,2006
85000000,Columbia Pictures,USA,Roger Allers,Animation,85105259,Open Season,PG,29/09/06,86,6.2,Ashton Kutcher,71052,Steve Bencich,2006
1500000,ArieScope Pictures,USA,Adam Green,Comedy,155873,Hatchet,R,02/04/10,84,5.7,Kane Hodder,24641,Adam Green,2006
9000000,Dimension Films,USA,Glen Morgan,Horror,16235293,Black Christmas,R,25/12/06,84,4.6,Michelle Trachtenberg,21102,Glen Morgan,2006
18000000,Millennium Films,Germany,Todd Robinson,Crime,188565,Amores asesinos,R,20/07/07,108,6.5,John Travolta,18418,Todd Robinson,2006
52000000,Alcon Entertainment,USA,Richard Donner,Action,36883539,16 Blocks,PG-13,03/03/06,102,6.6,Bruce Willis,116840,Richard Wenk,2006
50000000,Warner Bros.,USA,Richard Loncraine,Crime,48751189,Firewall,PG-13,10/02/06,105,5.8,Harrison Ford,51779,Joe Forte,2006
54000000,Universal Pictures,USA,Anthony Russo,Comedy,75628110,"You, Me and Dupree",PG-13,14/07/06,110,5.6,Kate Hudson,71458,Michael LeSieur,2006
60000000,Electric Entertainment,UK,Tony Bill,Action,13082288,Flyboys,PG-13,22/09/06,140,6.6,James Franco,37329,Phil Sears,2006
20000000,Columbia Pictures Corporation,USA,Takashi Shimizu,Horror,39143839,The Grudge 2,PG-13,13/10/06,102,5,Amber Tamblyn,41311,Stephen Susco,2006
60000000,Twentieth Century Fox Film Corporation,USA,Clark Johnson,Action,36280697,The Sentinel,PG-13,21/04/06,108,6.1,Michael Douglas,43940,George Nolfi,2006
1000000,Big Easy Pictures,USA,Katherine Brooks,Drama,1100000,Loving Annabelle,NOT RATED,24/05/07,76,6.6,Erin Kelly,10025,Katherine Brooks,2006
35000000,Arc Productions,Canada,Colin Brady,Animation,14522427,Everyone's Hero,G,15/09/06,87,5.8,Jake T. Austin,6650,Robert Kurtz,2006
45000000,Beijing New Picture Film Co.,China,Yimou Zhang,Action,6566773,Curse of the Golden Flower,R,12/01/07,100,7,Yun-Fat Chow,38097,Zhi-Hong Bian,2006
